family,k,rep,gain,wins
MV,16,38,0.04952365697189787,3
MV,16,39,-0.045540843203704884,6
MV,16,40,-0.013617906193054807,5
MV,16,41,-0.002992888120517123,4
MV,16,42,-0.006539541829509887,5
MV,16,43,0.030860504120096888,4
MV,16,44,0.00014502463582988234,4
MV,16,45,-0.044633708742894074,5
MV,16,46,-0.01655994218405088,4
MV,16,47,-0.004605616533058243,5
MV,16,48,-0.010997196327061642,5
MV,16,49,-0.020962918125710273,4
MV,16,50,-0.025496521558317387,5
MV,16,51,-0.08759444781049408,6
MV,16,52,0.03214969964483316,3
MV,16,53,-0.019779767020338457,4
MV,16,54,-0.006292561185638923,5
MV,16,55,-0.01562658107940962,6
MV,16,56,-0.0658943480631391,6
MV,16,57,-0.016021743482553807,5
MV,16,58,-0.0429856542777719,6
MV,16,59,-0.03560330411669732,5
MV,16,60,-0.06248451983882819,6
MV,16,61,-0.038962409424525446,5
MV,16,62,0.01926638065534214,3
MV,16,63,-0.06967307778223375,6
MV,16,64,0.011029070505828797,4
MV,16,65,0.009895176899024527,4
MV,16,66,-0.04172962263482205,6
MV,16,67,0.015905699865723988,4
MV,16,68,-0.03370099852364883,5
MV,16,69,-0.03274260788564587,5
MV,16,70,-0.054139924057499345,6
MV,16,71,-0.03804456924102928,5
MV,16,72,-0.0011639907869971378,5
MV,16,73,-0.020520224780942398,5
MV,16,74,-0.038715544334995355,5
MV,16,75,-0.024834889934552073,5
MV,16,76,-0.00516310658030783,5
MV,16,77,-0.02573993165434829,5
MV,16,78,-0.05814283807457876,6
MV,16,79,0.04058290226762673,4
MV,16,80,-0.029305943903963794,5
MV,16,81,0.031159824773459577,4
MV,16,82,0.03706635411780723,3
MV,16,83,0.0004168154074203345,4
MV,16,84,-0.03470591600297901,5
MV,16,85,-0.02407243655734348,4
MV,16,86,-0.023451281441856264,5
MV,16,87,-0.023307536821928765,5
MV,16,88,-0.038288893257016676,5
MV,16,89,-0.018414675691226234,5
MV,16,90,-0.00508771203880054,5
MV,16,91,-0.06390280419202576,6
MV,16,92,-0.055858087963733705,6
MV,16,93,-0.005258312518095165,5
MV,16,94,-0.035500115761414985,5
MV,16,95,-0.0634370908501175,6
MV,16,96,-0.04591737414982777,5
MV,16,97,-0.03938585803069561,5
MV,16,98,-0.028540134173565046,4
MV,16,99,-0.03255580008628478,5
MV,20,0,-0.023541887782152382,5
MV,20,1,-0.01931696830957752,4
MV,20,2,-0.004165545131936899,4
MV,20,3,0.028779398672418854,4
MV,20,4,0.0011052931146148248,5
MV,20,5,0.017321908675103304,4
MV,20,6,0.0006196225112883313,5
MV,20,7,-0.05985492055096597,6
MV,20,8,-0.05611311358024751,5
MV,20,9,-0.0007786911167724231,4
MV,20,10,-0.007782482183650186,5
MV,20,11,-0.018594670553749082,5
MV,20,12,-0.03452704254366845,5
MV,20,13,0.00041679204840439077,4
MV,20,14,-0.009479969562163792,5
MV,20,15,-0.021673003976361183,5
MV,20,16,0.04206759972235097,3
MV,20,17,-0.0163465805106493,4
MV,20,18,-0.06483081143963676,6
MV,20,19,-0.004139196492993991,5
MV,20,20,0.006085596759862089,4
MV,20,21,-0.0734059752503321,6
MV,20,22,-0.009489909573622946,4
MV,20,23,-0.004250909514610823,5
MV,20,24,0.012898059968756592,4
MV,20,25,0.019719901755564706,4
MV,20,26,0.003850696940508991,4
MV,20,27,0.019278986675770327,4
MV,20,28,-0.032684848002010325,4
MV,20,29,-0.03839365213846124,5
MV,20,30,-0.04231264392078382,6
MV,20,31,-0.05241087154231672,6
MV,20,32,-0.031152958216711157,4
MV,20,33,0.027805837208216833,3
MV,20,34,0.004856897431014362,4
MV,20,35,-0.009350627774203923,4
MV,20,36,0.05190546737307877,3
MV,20,37,-0.058046105685506943,6
MV,20,38,-0.013956517854971207,5
MV,20,39,-0.0007500336206495151,4
MV,20,40,-0.042780565581150176,5
MV,20,41,-0.042064187423193955,6
MV,20,42,-0.009098654664385197,5
MV,20,43,-0.059362722231852016,6
MV,20,44,-0.018875664250335822,4
MV,20,45,-0.008015879440447016,4
MV,20,46,-0.0397150772984326,5
MV,20,47,-0.037218765687577426,5
MV,20,48,-0.0003482373046250764,4
MV,20,49,-0.03625807029946593,5
MV,20,50,-0.008792076631696899,5
MV,20,51,-0.0234673458536806,5
MV,20,52,-0.0215473306288414,5
MV,20,53,-0.03186770072816458,5
MV,20,54,-0.03933654713900625,5
MV,20,55,0.005596750580860732,3
MV,20,56,-0.013648399214419848,5
MV,20,57,-0.03173120172098809,5
MV,20,58,0.03454879269478539,4
MV,20,59,0.00023860326898172968,4
MV,20,60,-0.008340466345436948,5
MV,20,61,0.0028948624345439544,4
MV,20,62,-0.06775966450524651,6
MV,20,63,-0.03689091508393516,5
MV,20,64,0.02086083613188361,3
MV,20,65,-0.034154979029850985,5
MV,20,66,0.010558995597382714,4
MV,20,67,0.0075040388979659145,4
MV,20,68,-0.010533843060000603,5
MV,20,69,0.0033814790798395444,5
MV,20,70,0.0032892921198550695,4
MV,20,71,-0.020054827692510102,4
MV,20,72,-0.018616640139241136,5
MV,20,73,-0.06999732187163965,6
MV,20,74,-0.0506652494122386,6
MV,20,75,0.003587155887631477,4
MV,20,76,-0.038986601286357114,5
MV,20,77,0.00588056250729907,3
MV,20,78,-0.0453971850133803,6
MV,20,79,0.008383149998149153,4
MV,20,80,-0.013693951557742334,5
MV,20,81,-0.013055876551270607,4
MV,20,82,-0.019933530675259492,5
MV,20,83,-0.04911183056724833,5
MV,20,84,0.02042009533922684,4
MV,20,85,0.002872809706166657,4
MV,20,86,-0.004183763719468048,4
MV,20,87,-0.035662973467783576,5
MV,20,88,-0.01933056790105525,5
MV,20,89,0.009479323814673757,4
MV,20,90,-0.03515665559527925,5
MV,20,91,-0.01786880990974571,5
MV,20,92,-0.048021336766588374,5
MV,20,93,0.013678703466756592,3
MV,20,94,-0.043360746869102296,5
MV,20,95,-0.06343096628751888,6
MV,20,96,0.0421441117134308,3
MV,20,97,-0.051106053171183,6
MV,20,98,-0.03852849654179247,5
MV,20,99,-0.003608204541493687,5
MV,24,0,0.005393741869346158,4
MV,24,1,0.02676576993316304,3
MV,24,2,0.00448394818208564,3
MV,24,3,-0.028335424615671623,4
MV,24,4,0.005131516314690332,4
MV,24,5,0.00448511928934503,4
MV,24,6,-0.04103899331840544,5
MV,24,7,-0.01978164900477486,6
MV,24,8,-0.06237697405926568,6
MV,24,9,-0.03933780914004492,5
MV,24,10,-0.03316916054426633,5
MV,24,11,-0.003219475295342944,4
MV,24,12,-0.008557488112150402,5
MV,24,13,-0.003995323336948076,4
MV,24,14,0.014608618543242802,3
MV,24,15,-0.020450578663636643,5
MV,24,16,-0.03603678289130696,5
MV,24,17,-0.006851395715080311,5
MV,24,18,0.024093884307643587,3
MV,24,19,-0.03645151867114871,5
MV,24,20,-0.008283255162987668,5
MV,24,21,-0.0017124493982655364,5
MV,24,22,-0.04753712753136585,6
MV,24,23,-0.03302097485893274,5
MV,24,24,0.003409149809203038,4
MV,24,25,-0.013644402410881384,5
MV,24,26,-0.007076346954375423,4
MV,24,27,-0.0035867255730056558,5
MV,24,28,0.046628599226577805,3
MV,24,29,-0.010164864431544851,5
MV,24,30,0.0337910793709687,4
MV,24,31,0.02411489449770443,3
MV,24,32,-0.05453373292819419,5
MV,24,33,-0.047855700169393,5
MV,24,34,0.006668851788957597,4
MV,24,35,0.02719434500532758,3
MV,24,36,-0.033978596428973384,5
MV,24,37,0.004009775118999026,4
MV,24,38,-0.03226098702788771,5
MV,24,39,-0.018700558590650895,5
MV,24,40,-0.01655289332860732,5
MV,24,41,0.0032304185020926024,4
MV,24,42,0.023111032219364946,4
MV,24,43,-0.0036668955082155286,4
MV,24,44,-0.0461523204111568,5
MV,24,45,0.002601071081163475,4
MV,24,46,-0.03475728676144385,5
MV,24,47,0.02093269754645033,4
MV,24,48,-0.03257847854313434,5
MV,24,49,0.010996043473737616,3
MV,24,50,-0.02360468323394349,5
MV,24,51,-0.004568007698935728,4
MV,24,52,-0.04694751152433929,5
MV,24,53,-0.03439795462150297,5
MV,24,54,-0.016350647179566358,5
MV,24,55,-0.008353147601963706,6
MV,24,56,0.028572807445873982,3
MV,24,57,0.016301715355822255,4
MV,24,58,0.002581693215085501,4
MV,24,59,-0.020657535406242822,4
MV,24,60,-0.04181062330118479,5
MV,24,61,0.04671210204846332,3
MV,24,62,0.01162710521406507,4
MV,24,63,0.00813125747587784,3
MV,24,64,-0.01765606930984487,4
MV,24,65,0.0357894361652733,4
MV,24,66,-0.05211773140577791,5
MV,24,67,-0.036522522745536024,5
MV,24,68,-0.02325998519503636,5
MV,24,69,0.022002617039390437,4
MV,24,70,-0.01240877540346097,4
MV,24,71,0.02363837156545401,4
MV,24,72,-0.008810569502466281,5
MV,24,73,0.03140083943265903,4
MV,24,74,-0.03475289538230952,5
MV,24,75,0.014915942929202841,4
MV,24,76,0.025704870893431653,4
MV,24,77,0.021743791055358952,3
MV,24,78,0.007210117462918886,3
MV,24,79,-0.019975603671705033,5
MV,24,80,-0.030382047775394883,4
MV,24,81,0.0012728216622646116,4
MV,24,82,-0.03300642694144229,5
MV,24,83,-0.04922428683847746,6
MV,24,84,-0.07253447234670718,6
MV,24,85,0.023559593636585996,4
MV,24,86,0.0008961945198366905,4
MV,24,87,0.007944605814878436,4
MV,24,88,0.011712218034785615,3
MV,24,89,0.011485002454923565,4
MV,24,90,-0.063900414059895,6
MV,24,91,-0.006645122981729812,4
MV,24,92,-0.0208236390231068,5
MV,24,93,0.007076382567427375,3
MV,24,94,-0.03807948087476143,5
MV,24,95,0.015353023618860151,4
MV,24,96,0.00919003804496088,4
MV,24,97,0.0073819844411446844,4
MV,24,98,-0.030311675153947948,5
MV,24,99,0.01749537869816642,4
MV,28,0,-0.014669877667648157,5
MV,28,1,-0.050426862558945906,5
MV,28,2,-0.002351265280792547,5
MV,28,3,-0.008990640224332602,5
MV,28,4,-0.011416342041464578,5
MV,28,5,0.01654138726168164,3
MV,28,6,-0.003209542173402302,5
MV,28,7,-0.0107456830830015,4
MV,28,8,0.00959795196897173,4
MV,28,9,-0.008306525069675219,5
MV,28,10,0.0009526085495209502,4
MV,28,11,0.00525834697951566,3
MV,28,12,0.0011631434262565632,4
MV,28,13,-0.0493041281729103,5
MV,28,14,-0.035743937597987774,6
MV,28,15,0.0074557775229405765,3
MV,28,16,0.00044836551111437917,4
MV,28,17,-0.04569035333093863,5
MV,28,18,0.03291660059119961,4
MV,28,19,-0.04325379945345087,5
MV,28,20,0.01864941935592579,4
MV,28,21,0.007044056588505487,3
MV,28,22,-0.013944819945104547,4
MV,28,23,0.010174548371367331,3
MV,28,24,0.01761212109219068,4
MV,28,25,-0.006580828093018742,4
MV,28,26,-0.0037900074046166576,5
MV,28,27,0.015160935733056768,3
MV,28,28,0.017963255492427832,4
MV,28,29,-0.02269958246988424,4
MV,28,30,0.005069721271916627,4
MV,28,31,0.041563777464902474,4
MV,28,32,-0.035834863947190154,5
MV,28,33,-0.018500913216007664,4
MV,28,34,0.0028886157244497612,4
MV,28,35,-0.01744686546563945,5
MV,28,36,0.000568861527944442,4
MV,28,37,-0.03835666632615886,5
MV,28,38,-0.001008803619097387,4
MV,28,39,0.02575794087037031,4
MV,28,40,0.02492368845038495,3
MV,28,41,-0.040955975700483704,5
MV,28,42,0.009147455655531211,3
MV,28,43,-0.018095617743340675,5
MV,28,44,-0.016348044049086075,5
MV,28,45,0.038146916121192365,3
MV,28,46,0.012571468381876949,4
MV,28,47,-0.025855115085956837,5
MV,28,48,0.0021553931845095242,3
MV,28,49,-0.033661038960362766,5
MV,28,50,-0.0011412030770862058,4
MV,28,51,0.013776733131788066,3
MV,28,52,0.026343501479823117,3
MV,28,53,0.03968182772016127,4
MV,28,54,0.013218503619899402,3
MV,28,55,-0.02749053822713432,6
MV,28,56,0.027308140439178397,3
MV,28,57,-0.00017935010254177541,5
MV,28,58,-0.01721342675178983,5
MV,28,59,0.0029325874468123514,4
MV,28,60,0.01428202011095081,3
MV,28,61,0.008966826586769616,3
MV,28,62,-0.029219618402688052,5
MV,28,63,-0.02280513459628819,5
MV,28,64,-0.03965732140533906,5
MV,28,65,-0.01457556262995885,4
MV,28,66,0.01790494820276667,3
MV,28,67,0.026046187627475126,3
MV,28,68,0.009981749637798187,4
MV,28,69,0.0073134229650815286,4
MV,28,70,0.01191273302481688,3
MV,28,71,-0.012794158480780804,5
MV,28,72,0.02716735823082872,3
MV,28,73,-0.028297668158771883,5
MV,28,74,-0.04760491258185873,6
MV,28,75,-0.04287350349803254,5
MV,28,76,0.012121500878987224,4
MV,28,77,-0.0008621132746829963,4
MV,28,78,-0.05215611304947365,6
MV,28,79,-0.0014334430788152108,4
MV,28,80,0.001241746691739487,4
MV,28,81,-0.022597494698740173,5
MV,28,82,-0.03760955727120052,5
MV,28,83,0.035722831076862804,3
MV,28,84,-0.0012901110904451896,5
MV,28,85,-0.015912883079937434,5
MV,28,86,-0.017506662786071492,5
MV,28,87,-0.025268826381324327,6
MV,28,88,-0.011264416887576068,5
MV,28,89,-0.0028722274711135976,4
MV,28,90,0.012875774924073546,3
MV,28,91,0.008292973969662554,4
MV,28,92,-0.01783325509125644,5
MV,28,93,-0.017545033395436338,4
MV,28,94,-0.01714761789318109,4
MV,28,95,0.0024116876599681314,4
MV,28,96,0.03734649870330975,4
MV,28,97,0.01563384291051606,3
MV,28,98,0.006379550543065604,3
MV,28,99,-0.011586209141460024,5
MV,32,0,0.0030516885237268365,4
MV,32,1,-0.027497624175016222,5
MV,32,2,0.01665363930909447,4
MV,32,3,0.019517594687761597,4
MV,32,4,-0.03734335475539108,5
MV,32,5,0.0034867104408310423,4
MV,32,6,-0.004944853288079365,5
MV,32,7,0.03243157782346251,3
MV,32,8,0.009274644693139211,4
MV,32,9,0.0320220161553062,3
MV,32,10,0.010134579161218404,4
MV,32,11,0.0383863298162217,4
MV,32,12,-0.023033039341791683,5
MV,32,13,0.010539708870724751,3
MV,32,14,-0.012472349764020008,4
MV,32,15,0.01779837703500997,4
MV,32,16,0.015467791406090003,4
MV,32,17,-0.04137262976572531,5
MV,32,18,0.003621936013845861,4
MV,32,19,0.01671468204135762,3
MV,32,20,0.04359891329566856,3
MV,32,21,-0.010452977657083973,4
MV,32,22,0.005780203134392425,4
MV,32,23,-0.004411704043744802,4
MV,32,24,0.010864764871848731,3
MV,32,25,-0.033555155254431424,5
MV,32,26,-0.02580782936603676,4
MV,32,27,0.010716969422822631,3
MV,32,28,-0.028541039751599495,5
MV,32,29,0.05230789435594552,3
MV,32,30,-0.01129768104806228,4
MV,32,31,0.019482672285422553,3
MV,32,32,-0.014996015246019567,5
MV,32,33,0.020420418379099026,3
MV,32,34,-0.02883025296871289,5
MV,32,35,0.012334916852994815,4
MV,32,36,-0.027605154751186967,5
MV,32,37,0.009748140143365225,4
MV,32,38,-0.025859994176611778,5
MV,32,39,-0.008690666962311133,5
MV,32,40,-0.012629665890142916,5
MV,32,41,0.009209214353503636,3
MV,32,42,-0.008596958888532402,5
MV,32,43,0.015728576157498897,3
MV,32,44,-0.008667796278329143,5
MV,32,45,0.042589292133043744,4
MV,32,46,-0.013386595640470955,5
MV,32,47,-0.011332183249876726,4
MV,32,48,-0.06227323076924496,6
MV,32,49,0.01876666813093686,3
MV,32,50,-0.04103934933650322,5
MV,32,51,-0.009433471595681309,5
MV,32,52,-0.005010965675272927,4
MV,32,53,0.0012272785919548168,4
MV,32,54,-0.04324996127620284,5
MV,32,55,-0.011559381268651636,5
MV,32,56,-0.0017685418464361558,4
MV,32,57,-0.004185823812069223,5
MV,32,58,-0.016343909891714747,5
MV,32,59,0.02844373373131015,3
MV,32,60,-0.012715907048649,4
MV,32,61,-0.02166101141976373,5
MV,32,62,0.051154257906324996,3
MV,32,63,0.046890941157833876,4
MV,32,64,-0.01634033589336492,5
MV,32,65,-0.014522810648794349,5
MV,32,66,0.003927164475678646,3
MV,32,67,0.042799620751629464,3
MV,32,68,-0.04433496740069143,5
MV,32,69,0.0022468955189428597,3
MV,32,70,-0.00992510417945458,5
MV,32,71,-0.06440124512379897,6
MV,32,72,-0.020368910734748558,5
MV,32,73,-0.0017658267676012862,4
MV,32,74,-0.030989681859794782,4
MV,32,75,-0.020075167024180107,5
MV,32,76,0.000723978800845293,5
MV,32,77,0.006342270177273068,4
MV,32,78,-0.021775407428518356,5
MV,32,79,0.028101912381616523,3
MV,32,80,-0.010682286906771532,5
MV,32,81,0.012455721783384388,3
MV,32,82,0.027464477688188826,3
MV,32,83,-0.06531322135790019,6
MV,32,84,0.01108452449128372,3
MV,32,85,-0.011772856768721085,5
MV,32,86,-0.025581740640666317,5
MV,32,87,-0.015126361801653943,5
MV,32,88,-0.03327913928345627,5
MV,32,89,-0.02477262413978043,4
MV,32,90,-0.021118620152539624,5
MV,32,91,0.04900948054637111,4
MV,32,92,0.0019617902882882454,4
MV,32,93,-0.0016916936953665918,4
MV,32,94,-0.019962522538099936,5
MV,32,95,-0.009236467128376558,5
MV,32,96,0.03579392406670179,3
MV,32,97,-0.02219556926619548,5
MV,32,98,0.003898482439799511,4
MV,32,99,-0.02130059074812951,5
MV,34,0,0.037697564263993844,3
MV,34,1,0.004465698515770722,4
MV,34,2,-0.02141715420678847,5
MV,34,3,0.003764072991505163,4
MV,34,4,0.03956489421928577,3
MV,34,5,0.036643513994803145,3
MV,34,6,-0.005248891519754051,5
MV,34,7,0.03520740729679084,4
MV,34,8,0.043227224401158004,3
MV,34,9,0.025916439830700577,3
MV,34,10,0.0014206354630856843,4
MV,34,11,-0.010495857604302605,5
MV,34,12,-0.016396153892590304,5
MV,34,13,0.011265942278605223,3
MV,34,14,0.023536230500583732,3
MV,34,15,0.03286466444892344,4
MV,34,16,0.012891608836149149,3
MV,34,17,-0.0011881808157574447,4
MV,34,18,0.016382641539430365,4
MV,34,19,0.02136644139571553,3
MV,34,20,-0.000611700498446166,4
MV,34,21,0.01970613045841685,3
MV,34,22,0.01155404611959221,4
MV,34,23,0.01367769515262185,4
MV,34,24,0.016127178283975585,4
MV,34,25,0.008549808311624219,4
MV,34,26,0.004970490423164886,4
MV,34,27,-0.013934999922514124,5
MV,34,28,0.010715394755842045,4
MV,34,29,-0.007733948928679291,5
MV,34,30,0.050885981839094874,4
MV,34,31,-0.013757897112735118,5
MV,34,32,0.010095480839564686,4
MV,34,33,-0.002966233816531494,4
MV,34,34,0.009644209255779912,4
MV,34,35,0.00474710906275877,4
MV,34,36,-0.014660300845529606,5
MV,34,37,0.0026592977491718406,4
MV,34,38,0.042680054049649696,3
MV,34,39,-0.03678134352578777,5
MV,34,40,-0.0102324399106839,5
MV,34,41,-0.01854186570060201,5
MV,34,42,0.00790046038461567,3
MV,34,43,-0.0346440689712062,5
MV,34,44,0.007094995188897557,4
MV,34,45,-0.020038600545338237,4
MV,34,46,-0.01446385930374705,5
MV,34,47,-0.00919617025089181,5
MV,34,48,-0.022527640686703543,5
MV,34,49,-0.009176182914059083,5
MV,34,50,0.011016327379989699,4
MV,34,51,-0.028864356730022633,5
MV,34,52,0.02801135677524169,3
MV,34,53,0.011423044741714183,3
MV,34,54,-0.006727428568524485,5
MV,34,55,-0.029982256032811683,4
MV,34,56,0.011947174311890185,4
MV,34,57,4.275715256685242e-05,4
MV,34,58,0.029419053605466483,3
MV,34,59,0.05551929834813274,3
MV,34,60,-0.005299384645645389,4
MV,34,61,0.017584669091669336,4
MV,34,62,-0.006504087029322814,5
MV,34,63,0.008958918178585407,4
MV,34,64,-0.0170990240495712,5
MV,34,65,-0.03321221365107041,5
MV,34,66,0.026129461811918553,3
MV,34,67,0.02102156582316983,4
MV,34,68,0.0015626178420415915,4
MV,34,69,-0.0050689306144129365,5
MV,34,70,-0.019844251606700003,4
MV,34,71,-0.02161433389699796,4
MV,34,72,-0.04926811137443643,5
MV,34,73,0.04451764159518845,3
MV,34,74,0.020213784927815226,3
MV,34,75,0.0026414232932008286,3
MV,34,76,-0.029556876591012582,4
MV,34,77,-0.03247098767264023,5
MV,34,78,0.009148019391564288,3
MV,34,79,-0.006479180983914645,5
MV,34,80,0.00999433900505975,3
MV,34,81,0.01836355625683661,3
MV,34,82,0.012959048515090665,3
MV,34,83,-0.029975902469798643,5
MV,34,84,0.01811794000350997,4
MV,34,85,-0.003350016253666266,5
MV,34,86,0.012403844485945337,3
MV,34,87,-0.007516824659582144,4
MV,34,88,-0.01206369813179109,4
MV,34,89,0.05318708904214897,3
MV,34,90,-0.024546727860856432,5
MV,34,91,-0.008716949923479378,4
MV,34,92,0.0026199489398998077,4
MV,34,93,-0.014019118186409774,5
MV,34,94,0.038820074142763894,3
MV,34,95,-0.005109149725935347,5
MV,34,96,-0.012310275456032471,5
MV,34,97,-0.02997198592962491,5
MV,34,98,0.015893774274433503,3
MV,34,99,0.005212600000812695,3
MV,36,0,0.0002745969449149399,4
MV,36,1,0.0060137594218239165,4
MV,36,2,0.02263582013898069,4
MV,36,3,-0.001415539348695094,4
MV,36,4,-0.02340943695207698,5
MV,36,5,0.03943455514442151,4
MV,36,6,0.05181481310242764,3
MV,36,7,-0.02264461503679216,5
MV,36,8,-0.008547053020750539,4
MV,36,9,0.014945026545870932,3
MV,36,10,0.005969790671510267,3
MV,36,11,0.01733862301072675,4
MV,36,12,0.011653999680653282,4
MV,36,13,0.005224629352929,3
MV,36,14,-0.023511668475176162,5
MV,36,15,0.0064177673179333095,3
MV,36,16,0.0452162425930005,3
MV,36,17,-0.015418954868466672,5
MV,36,18,0.027443325299337573,4
MV,36,19,-0.008675893241743116,4
MV,36,20,-0.024860960922819086,5
MV,36,21,-0.03174397713373245,4
MV,36,22,-0.024810255019774075,5
MV,36,23,0.013229457290805713,4
MV,36,24,-0.021809216177482105,5
MV,36,25,-0.04232776190182863,5
MV,36,26,0.01813628280799351,4
MV,36,27,0.024468529386908466,4
MV,36,28,-0.0038852870793167904,4
MV,36,29,-0.004138934831383834,4
MV,36,30,0.01605233176153953,4
MV,36,31,-0.001905934662842168,4
MV,36,32,0.01786256571004241,3
MV,36,33,0.0021560535674527426,4
MV,36,34,0.00866945243426187,4
MV,36,35,-0.01272875351171654,5
MV,36,36,-0.013564495663437537,5
MV,36,37,0.004392902575835578,3
MV,36,38,0.0161726050500558,3
MV,36,39,0.0031839819732984997,4
MV,36,40,-0.0024884600113046496,5
MV,36,41,-0.005841374355205042,5
MV,36,42,-0.001775844548419836,4
MV,36,43,-0.03600951948526532,5
MV,36,44,0.03324810185492466,4
MV,36,45,0.008905797842764906,3
MV,36,46,-0.0015489151493338627,4
MV,36,47,-0.010721750059805912,5
MV,36,48,0.035365605242439035,3
MV,36,49,-0.035516018463158106,4
MV,36,50,0.01746468912665944,3
MV,36,51,0.0035316890680253676,4
MV,36,52,0.015544823681926667,3
MV,36,53,0.005160522279887281,4
MV,36,54,-0.02540952597491164,5
MV,36,55,0.04962974497428252,3
MV,36,56,-0.0226164778324206,5
MV,36,57,0.0020567464742056174,4
MV,36,58,0.004671512228803354,4
MV,36,59,-0.0223419856695114,5
MV,36,60,-0.010218167027698621,4
MV,36,61,-0.018441715402002234,5
MV,36,62,0.0130824978457591,3
MV,36,63,-0.01730332889740349,5
MV,36,64,-0.01874887847295581,5
MV,36,65,0.0004528256616932458,4
MV,36,66,-0.014683567231646766,5
MV,36,67,0.0045972163302471225,3
MV,36,68,0.00814135136647387,4
MV,36,69,0.011744727781490605,4
MV,36,70,-0.012043679909364058,4
MV,36,71,0.037999029416246555,4
MV,36,72,0.001861032594721257,5
MV,36,73,-0.004679054214620781,5
MV,36,74,0.010014333503247097,4
MV,36,75,0.01440403303944049,3
MV,36,76,0.03183830627215778,4
MV,36,77,-0.0065590195193540035,5
MV,36,78,0.056975261771300856,3
MV,36,79,0.05640365171031292,3
MV,36,80,-0.0022232979827452315,5
MV,36,81,0.008441923531645856,4
MV,36,82,0.007896441311755487,4
MV,36,83,-0.0069384941752926865,5
MV,36,84,-0.011065095936880986,5
MV,36,85,-0.013331310249531825,5
MV,36,86,-0.0008827062781979755,5
MV,36,87,0.05148283202650783,3
MV,36,88,0.002745767957740175,3
MV,36,89,0.015619844461178034,3
MV,36,90,-0.0003244318016404346,3
MV,36,91,0.005741496822318726,4
MV,36,92,-0.0034169215458665914,4
MV,36,93,0.04444986082837732,3
MV,36,94,0.033657256162824334,4
MV,36,95,-0.03681583609590855,5
MV,36,96,-0.039809007925601825,5
MV,36,97,-0.008930691168167915,5
MV,36,98,-0.00022062611399142895,4
MV,36,99,-0.0017831919232910165,5
MV,38,0,-0.031350114956393726,4
MV,38,1,0.000492110311273275,5
MV,38,2,-0.010386042499092252,4
MV,38,3,0.0036509047484424295,4
MV,38,4,-0.0007567546392038826,5
MV,38,5,0.006727590845684972,4
MV,38,6,0.014926728819818824,4
MV,38,7,0.02486568384712684,4
MV,38,8,0.03341682271320745,4
MV,38,9,-0.012285610242992129,4
MV,38,10,0.02553742768653855,4
MV,38,11,0.0021004382144631517,3
MV,38,12,0.0006216467441479967,4
MV,38,13,-0.0049308189840596706,4
MV,38,14,0.006328501918977603,3
MV,38,15,0.034610046831221375,3
MV,38,16,0.011883562295178285,4
MV,38,17,-0.00045363978063550636,3
MV,38,18,0.018308178028898392,3
MV,38,19,0.001459296822164502,4
MV,38,20,0.0024996496328664186,4
MV,38,21,0.002496944581190985,4
MV,38,22,0.02441637134869956,3
MV,38,23,0.012782263136606464,4
MV,38,24,0.0034553986421143046,3
MV,38,25,-0.01789455977008869,5
MV,38,26,0.007413073174427631,3
MV,38,27,0.029643153456840765,3
MV,38,28,0.003870197093354788,3
MV,38,29,-0.027558548282481832,4
MV,38,30,-0.016462857243702,5
MV,38,31,-0.0011477071731180732,4
MV,38,32,-0.017196270693729865,4
MV,38,33,0.037308703894004425,4
MV,38,34,0.013245013612057432,4
MV,38,35,0.017393033559239157,4
MV,38,36,-0.00032237925832268033,4
MV,38,37,0.03308630015950942,3
MV,38,38,0.010502597691407378,3
MV,38,39,0.005801245553608392,4
MV,38,40,0.004085088884108856,3
MV,38,41,0.012649085135142735,4
MV,38,42,-0.005513538580407706,4
MV,38,43,0.01563784869378282,3
MV,38,44,0.0042214594776517345,4
MV,38,45,-0.03772685496290418,5
MV,38,46,-0.020685784512570082,5
MV,38,47,0.005961522190454871,4
MV,38,48,-0.004673176198676687,5
MV,38,49,-0.01792474304406033,5
MV,38,50,-0.008026162493530609,5
MV,38,51,-0.008761298088411307,5
MV,38,52,0.03210289963440649,4
MV,38,53,0.011056811154607216,3
MV,38,54,-0.023328026632771226,5
MV,38,55,-0.011449720180226053,4
MV,38,56,-0.01503309995411195,5
MV,38,57,-0.005107027630022132,4
MV,38,58,-0.006398041046951852,4
MV,38,59,0.022330893071636604,4
MV,38,60,-0.00990229090344763,5
MV,38,61,-0.039647765316913386,5
MV,38,62,-0.009502838553394954,5
MV,38,63,-0.010048766626255867,5
MV,38,64,0.018398040319680953,3
MV,38,65,0.000413126458701063,3
MV,38,66,-0.018259777677633426,4
MV,38,67,-0.0037688109702912476,5
MV,38,68,-0.0001962571058782281,4
MV,38,69,0.019688062003023088,3
MV,38,70,0.00437773415359366,4
MV,38,71,0.02628982692866355,4
MV,38,72,0.016261143860833105,3
MV,38,73,-0.0069863501494128455,5
MV,38,74,-0.0016347007220923748,4
MV,38,75,0.0024040816721745406,3
MV,38,76,0.011676413130388585,3
MV,38,77,0.0023371982650747247,4
MV,38,78,-0.030847443551898723,5
MV,38,79,0.04099147662985192,4
MV,38,80,0.0032456654589932965,4
MV,38,81,-0.019162343403695492,4
MV,38,82,-0.0031763562416690094,4
MV,38,83,-0.009221495501107735,4
MV,38,84,-0.001642036352178966,5
MV,38,85,-0.017865168641849394,5
MV,38,86,-0.018163759741579688,5
