member,family,sigma,rho,breakeven,ratio
DV_gh,other,9.098753939535177,0.5725167255441767,0.575492134373623,0.9948298010490015
GHK15,other,8.054514735322584,0.7068638430904007,0.6501026439048159,1.0873111341997488
JB_a,other,8.503158486479494,0.6157245948882061,0.6158019203251902,0.9998744313156034
NP01,lateral,9.345540247127534,0.5887492650536882,0.5602951981735822,1.0507840634238146
NP02,lateral,8.721471988133148,0.611777285440294,0.6003873350654818,1.018971003733065
NP03,lateral,9.876291524424772,0.5468303084666293,0.5301849699205277,1.0313953421738769
NP04,lateral,9.399148829777655,0.5909803583873141,0.5570995224816946,1.0608164870698356
NP05,lateral,9.243332968953588,0.5926003275939703,0.566490609219749,1.0460902933769427
NP06,lateral,8.554450196180037,0.6334387037247455,0.6121096277048578,1.0348451895779887
NP07,lateral,9.68527409710231,0.5549321089535958,0.5406415215827626,1.0264326486226891
NP08,lateral,10.679204955598662,0.493557368922784,0.4903231417108777,1.0065961137396475
NP09,lateral,9.672661758709424,0.5323386697672677,0.5413464727109571,0.9833603738127634
NP10,strong,8.653452021691242,0.6635083409961181,0.6051066454956929,1.096514715108745
NP11,lateral,8.240270965945692,0.7118840996673871,0.6354477111788244,1.1202874558266407
PF02,lateral,9.201495881744911,0.5711317606360312,0.5690663118365207,1.0036295397505517
PF08,lateral,9.192697203335912,0.571062853172389,0.569610986741012,1.0025488736438948
PF20,lateral,9.158796427946346,0.5709362992518593,0.5717193701157112,0.9986303230137307
TQ08,other,9.315285388102597,0.5538848534677862,0.5621149655265762,0.9853586675973298
TQ15,other,9.057089823362526,0.5865666600204179,0.5781394936921914,1.0145763547036162
TQ25,other,9.256986514052272,0.6139167624511837,0.5656550667816974,1.0853200094963735
TQ50,other,9.307874434922686,0.607994223901321,0.5625625228846358,1.0807584920227644
CH_n02,other,14.162760867838527,0.39209345442361204,0.3697203796396974,1.0605135015973906
CH_n05,other,9.936114747937113,0.5407716217383194,0.5269928395191528,1.0261460520635135
CH_n10,other,8.696266052329804,0.6070735306547013,0.6021275445454743,1.0082141834467322
CN035,other,11.116048759273577,0.47154866184697536,0.4710541882460846,1.001049717024557
IT01,other,8.634042445941501,0.6200147594445982,0.60646694263877,1.0223389204807782
IT02,other,9.306541363846678,0.5884033064302026,0.5626431044668138,1.0457842667205535
IT03,other,7.748635826417506,0.6776328107953518,0.675765572431662,1.0027631451495387
IT04,other,7.697008784971012,0.673048542019911,0.6802982133822822,0.9893433920304927
IT05,other,7.505628781458968,0.7281458173569083,0.6976445914482955,1.0437202929435645
IT06,other,7.483119367450165,0.7292502716931428,0.6997431241816124,1.0421685422719096
NP12,other,8.423961657433749,0.6745596270572375,0.6215913055804043,1.0852140642916082
NP13,other,8.841233520561957,0.6770160536016865,0.5922546116020572,1.1431165588906913
NP14,other,10.228981566691523,0.5521122411863076,0.5119044638670841,1.078545471191014
CH_n05s,other,9.43890793307106,0.5585617018297457,0.5547528762789649,1.0068658058635565
CN070,other,9.420637840318093,0.573909304293358,0.5558287467960561,1.032529007543282
CH_all,other,18.15394455515168,0.33477613910563875,0.28843656037924703,1.160657784385803
CH_c20,other,8.789029099506516,0.6161040425979608,0.5957724414745099,1.034126454511946
CH_c20w,other,8.723751232923478,0.6279956044708922,0.6002304725336316,1.0462574514420457
CH_c40,other,8.668597727516001,0.6151209648502491,0.6040494079200937,1.0183288929431749
CH_d05,other,20.439091016912204,0.3111460437011548,0.2561885614419348,1.214519656732122
CH_d20,other,15.80253352901405,0.38615853108642556,0.33135581172408435,1.165389341074768
CN100,other,8.696266052329804,0.6070735306547013,0.6021275445454743,1.0082141834467322
CN150,other,8.660128932829494,0.617067759137174,0.6046401116446987,1.0205537926663029
CN25,other,9.844996021789349,0.5350706374339002,0.5318703342504559,1.0060170740448502
CN25w,other,10.051930486064709,0.5126245900351589,0.5209209645910997,0.9840736404946706
CW051,other,9.310551613813011,0.5715013768423172,0.5624007622743922,1.016181725165381
CW101,other,9.43890793307106,0.5585617018297457,0.5547528762789649,1.0068658058635565
CW401,other,10.189081226215588,0.5232140639501781,0.5139090766428558,1.018106291035192
CW801,other,9.182435689215955,0.5865044435193018,0.5702475358420517,1.0285085101739975
IU01,other,7.777373720569806,0.6904733129349397,0.6732685753488361,1.0255540481407281
IU02,other,6.872878079904366,0.7647542975873017,0.7618731576388404,1.0037816530475892
SF25a,other,11.194246745958443,0.47638134368301627,0.4677636149742727,1.018423255748991
SF25b,other,9.51698997078194,0.5456419874554405,0.5502014125137599,0.9917131709322804
CNK,other,9.454843569319813,0.5977590707382099,0.5538178697947733,1.0793423313691914
CNKs,other,9.210394791418484,0.6150852574627532,0.5685164907026834,1.0819127809336033
CX051,other,9.742297517572501,0.5350136918872652,0.537477049469973,0.9954168134525242
CX101,other,10.407853112523176,0.5123908799885697,0.5031067664188127,1.018453565305517
CX301,other,11.162894573982769,0.47212959744612715,0.46907737864044735,1.0065068556802423
CX601,other,10.699836402047604,0.508416225953998,0.48937769962552496,1.0389035428934368
IU03,other,8.187171747812227,0.6693579298438067,0.6395690094326825,1.046576553853896
IU04,other,6.843098230744257,0.7675596701180771,0.7651886832894423,1.0030985649427566
IU05,other,7.5598011770271345,0.6804271132690215,0.6926453754783339,0.9823600031966219
IU06,other,7.372690331988484,0.71861235101102,0.7102239601851338,1.0118109093696297
S2a,other,10.189081226215588,0.5232140639501781,0.5139090766428558,1.018106291035192
SF25c,other,8.805319814666785,0.610704925730834,0.5946702033561132,1.0269640588753672
SFKa,other,10.65567346589655,0.5100659637225379,0.4914059483487504,1.0379727096029054
SFKb,other,8.632809797497902,0.6327042734254438,0.606553537913133,1.0431136476464768
SFsCa,other,11.675372965070062,0.4060783752162824,0.4484877134519949,0.9054392417814765
SFsCb,other,10.642613002224811,0.46487210186326977,0.492008994756164,0.9448447219824851
CA3,other,18.855677163765822,0.32311964937754295,0.2777021095198754,1.1635476948165457
CA3b,other,9.941567403790382,0.539814093655415,0.5267037995243187,1.024891208574794
CC40w,other,8.683681717057565,0.6184102939138899,0.6030001438811139,1.0255557982682908
CC60,other,8.670978584004054,0.6135840832752469,0.6038835494834688,1.016063583450941
CC80,other,8.70730003035825,0.6128535935794834,0.6013645224750653,1.0191050031636917
CD05,other,20.439091016912204,0.3111460437011548,0.2561885614419348,1.214519656732122
CD10,other,18.22362851254994,0.33325483053714827,0.2873336295896007,1.1598184000012006
CD30,other,14.656109850827866,0.3992627565647646,0.3572749780193367,1.117522303907763
S2b,other,10.159318793052389,0.533505899947062,0.5154146091354481,1.035100461824239
S2c,other,11.428031125250746,0.46439797351629636,0.45819452777248365,1.0135388909465393
S2d,other,10.920191525267168,0.46183311904910584,0.47950270035903997,0.9631501943644872
S2e,other,11.479821825675533,0.4396216522927648,0.4561274037452564,0.963813286996214
S2f,other,10.21265797253813,0.5479453687659609,0.5127226760049963,1.0686973570886522
S2g,other,9.3303844638953,0.5819032497666218,0.5612053120710792,1.036881221988364
S2h,other,9.949597994751537,0.5605670279236886,0.5262786825724682,1.0651524496177913
SK01,other,10.845708157970806,0.48632296386329477,0.4827957057792708,1.0073059019411341
SK02,other,10.038649603696655,0.5107749935631375,0.521610129999487,0.9792275191504426
SK03,other,10.169965141882992,0.5521050130435378,0.5148750513646307,1.0723087311770736
SK04,other,10.730393397721107,0.5350645804806115,0.48798409626953415,1.096479546302822
SK05,other,11.054442775538018,0.4885329686621114,0.4736793550906651,1.0313579500812384
SK06,other,8.868539770675891,0.6349308782238912,0.5904310585737435,1.0753683584289118
SK07,other,10.28699973271577,0.5364409191198481,0.5090173481924585,1.0538755133293038
SK08,other,10.801902541634345,0.47236156477759295,0.4847536167467824,0.9744363908982187
SK09,other,8.479920376668524,0.6274228908269924,0.6174894447370579,1.0160868273532424
SK10,other,9.218195218877032,0.5648281457167663,0.5680354126240121,0.9943537553540368
SL15,other,13.522815183110172,0.3806752674082548,0.3872168075877821,0.9831062597197713
SL20,other,11.7568086837999,0.43247946062550285,0.4453811800151796,0.9710321855332166
SL25,other,11.227517566781021,0.4636536348768075,0.46637747780471916,0.994159574470163
SL30s,other,10.710844666381723,0.5398501247651054,0.4888747328433057,1.1042708663328247
SR20,other,10.598617158338662,0.47898481911175395,0.49405136977551667,0.9695040807788701
SR30,other,10.412268170967689,0.5167277350130766,0.5028934367445193,1.0275094031016068
SL25b,other,11.243423467123783,0.47864277103583364,0.4657177006731576,1.0277530150646923
SR20b,other,10.618514182616813,0.4858115337013145,0.49312561388066933,0.9851679167062599
SR20s,other,10.647832769943562,0.5319689423406588,0.4917678027010622,1.0817482141343733
T2a,other,11.058643506374707,0.4740205922187259,0.4734994234858091,1.001100674482516
WN035,other,9.714345159358672,0.5459980070562341,0.5390236026109249,1.012938959280311
WN05,other,9.40033766737701,0.5810071059282116,0.557029067474402,1.043046296600871
T1a,other,10.998914686555539,0.4704667497455309,0.4760707282513996,0.9882286849971809
T2b,other,11.151557429320606,0.48340957237062954,0.46955426253160787,1.0295073667616617
WN05s,other,9.286220795495602,0.5839366268286681,0.5638743079793477,1.0355794164859435
WN10,other,8.920946882404328,0.6011177536413547,0.5869625045219706,1.0241161045387597
TGa,other,11.141386421475367,0.4735029133240087,0.4699829201427261,1.0074896193678988
TGb,other,11.175358491209849,0.46877991587206663,0.4685542149651998,1.0004816964604268
TRa,other,11.2211785651579,0.4847707214616335,0.46664094100260206,1.0388516713087341
TRb,other,11.195854131930874,0.4782746798699528,0.4676964582692761,1.0226177073049083
TSa,other,11.23579732082683,0.48243331236985526,0.46603380029804414,1.0351895335946086
TTa,other,12.309297524840243,0.4429881155092794,0.4253907515223107,1.0413675283818336
TTb,other,9.660924006689394,0.5421692965803339,0.5420041935096302,1.0003046158547861
WB_both,other,11.716496822831164,0.489687209976735,0.44691356162022366,1.095708996167942
WB_bothk,other,11.46653385473854,0.4817391761455617,0.4566559861190858,1.0549279781475038
WNK,other,11.189461146353393,0.49505564610152514,0.46796367191551397,1.0578933276489513
WNK2,other,8.87713328914977,0.596897350236281,0.5898594911494256,1.0119314161973407
U1,other,11.074752545739846,0.4976048347969025,0.4728106838664992,1.0524399125832868
U2,other,11.223221694330222,0.46294556219253824,0.4665559914448432,0.9922615306233147
U3,other,11.484379459352763,0.45593689735121284,0.455946387293843,0.9999791862751968
U4,other,10.425853460656189,0.558925322811778,0.5022381471755261,1.1128691158866522
U5,other,11.165988577537847,0.49672909809798954,0.4689474011586469,1.0592426717169159
U6,other,12.025312284775575,0.4528123083891245,0.43543661909161246,1.0399040607419752
U7,other,10.95251415774753,0.4658161850369684,0.4780876106970848,0.9743322659162329
U8,other,9.532138278137559,0.5350076834199037,0.5493270420565698,0.9739329078301747
K18,other,11.937563971413256,0.4166075797719969,0.4386373415332243,0.9497768209057988
K22,other,11.353938024526117,0.45304063519637433,0.4611845963481959,0.9823412117050135
K26,other,11.23699458913403,0.4678674171189786,0.4659841457845748,1.0040414922941916
K40,other,10.713470994779524,0.5094610747054331,0.4887548888082157,1.0423651739785305
BB1,other,11.595279574558711,0.47697259368369843,0.4515856035323572,1.0562174479273942
BB4,other,10.48610256949877,0.4943911328572869,0.49935248011347655,0.990064438540363
FL2,other,10.332471775097037,0.5297508625961941,0.5067772202798332,1.0453328235702373
FL6,other,11.779203323054215,0.4508519286145188,0.44453442063905274,1.0142115158740332
MV1,MV,10.872527680558202,0.5017435908128841,0.4816047821305411,1.0418160479911602
MV2,MV,11.941439585073274,0.39963552455174306,0.43849498106985396,0.9113799286292847
MV3,MV,10.269325032918088,0.5466437370145787,0.5098934261033509,1.0720744944528444
MV4,MV,12.118834540092152,0.46155800439464767,0.4320763112558919,1.0682326069972754
MW1,MV,12.771574898752764,0.36240230686151687,0.40999339285203334,0.8839223099195355
MW2,MV,12.906203593357018,0.35948730796001505,0.40571662200483793,0.886055163783081
MW3,MV,11.591297210882708,0.41567463698117685,0.4517407525265893,0.9201619173304724
MW4,MV,12.462588506536639,0.3755717307417939,0.4201584062618361,0.8938812722641173
MW5,MV,10.933367446475305,0.48827885718783304,0.4789248463877041,1.0195312706590223
MW6,MV,10.139774259605641,0.5730932773796541,0.5164080768211461,1.1097682300157758
MW7,MV,17.819974337725764,0.2642631140597219,0.29384224834252914,0.8993366867778417
MW8,MV,10.910464017167932,0.5009974360247456,0.4799302134688406,1.0438964290321195
TC1,other,12.763018292499652,0.4282236656328588,0.41026826137831873,1.043765033625116
TC2,other,13.920877954760781,0.36863463448834,0.3761444746387399,0.9800346923675735
TC3,other,10.845023751719895,0.48635683850982314,0.48282617398353783,1.0073124961249629
TC4,other,10.456442811036977,0.5562493128533699,0.5007688962135896,1.1107904605483256
MX1,MV,12.91643025989612,0.347761763712082,0.4053953932660046,0.8578335360705354
MX2,MV,19.139564746683526,0.3196262259000527,0.2735830931427446,1.1682967036756349
MX3,MV,12.456295291775634,0.3729478142976644,0.4203706802182823,0.8871879791997077
MX4,MV,12.158863412175874,0.3847602914601061,0.4306538487437833,0.8934328407430964
MY1,MV,21.65556894038302,0.21517222555748705,0.2417974489249737,0.8898862519606314
MY2,MV,10.742123139800489,0.5359194658150843,0.48745124745430557,1.0994319300933213
MY3,MV,12.156759456513091,0.3851083555926766,0.4307283814847662,0.8940863248090767
MY4,MV,12.509326540892419,0.37247325302978307,0.41858858729815795,0.8898313626608094
MY5,MV,13.081446331060498,0.3334559586124853,0.40028152792023974,0.8330535769288105
MY6,MV,12.677199919161561,0.4649222084023804,0.4130455745900885,1.125595423371319
MY7,MV,11.029477995783989,0.5032262741534727,0.47475150925592924,1.0599782503949728
MY8,MV,20.14421608373682,0.3242139645182039,0.2599386991798078,1.247270858634
UW10,MV,12.254761606683688,0.3825014964850773,0.4272838177405,0.895193032368429
UW3,MV,12.161554845592876,0.39256813616630265,0.4305585421670844,0.911764830376913
UW5,MV,12.237448062326967,0.38782106320064563,0.42788833898493606,0.9063604400172705
UW6,MV,12.23970016312893,0.38672877900694147,0.42780960767137977,0.9039740390870455
MX5,MV,18.843222891565187,0.33212187884073335,0.27788565443056046,1.195174610655282
MX6,MV,36.87239040458934,0.1576633703991327,0.14201035700011944,1.1102244493266087
MX7,MV,13.270434151176328,0.338673190997897,0.3945810110771209,0.8583109209269659
MX8,MV,18.386075746617504,0.24276427336690573,0.2847949392227881,0.8524177923575994
UV1,MV,12.18645840045105,0.39394185985073804,0.42967867716265323,0.9168289719473626
UV2,MV,12.185345191401048,0.3912052010632187,0.42971793105201767,0.910376721086519
UV3,MV,21.51081994155955,0.2164007687279405,0.24342453421251953,0.888985037716099
UV4,MV,10.606282528847386,0.5516788494393968,0.493694309062739,1.1174502912272564
UV5,MV,12.369336375849057,0.3836917169806498,0.4233259704237029,0.9063741508620802
UV6,MV,12.020841507714296,0.3763861766344178,0.4355985661605449,0.8640666105767124
IS1,other,12.268400760818595,0.38649876871852257,0.4268087933291581,0.9055548403859895
IS2,other,12.269907271816537,0.3864962704408958,0.4267563893356377,0.9056601848248418
IS3,other,12.276467868223055,0.38629574326009114,0.42652832891431885,0.9056742942335498
IS4,other,12.26615064534402,0.3868794245296254,0.4268870875795976,0.9062804563220425
IS6,other,18.091224576295176,0.35167327174079693,0.2894365333159676,1.2150272383095735
IT1,other,12.283279206575767,0.38608694382405245,0.4262918099264824,0.9056869844406262
IT2,other,12.28639735875621,0.385992155213019,0.4261836217653954,0.9056944835517379
IT3,other,12.272035728479059,0.3868329351337276,0.42668237288879446,0.9066063182191668
IT5,other,18.06934109465524,0.3527182810000706,0.2897870651383272,1.2171636468028817
IT6,other,21.53658727964631,0.21595607902964278,0.24313329019181093,0.8882209378208649
SO1,MV,12.188699899729015,0.3955088624460391,0.4295996593467631,0.9206451956862316
SO2,MV,12.270970288414567,0.3875285577426071,0.4267194200402587,0.908157771929025
SO3,MV,9.38006156609237,0.655857200829162,0.5582331510202313,1.1748804234046513
SO4,MV,10.974023742952843,0.5429837876009681,0.47715053725540413,1.1379716571718443
SO5,MV,12.092326625930168,0.4238620714997994,0.43302347734927527,0.9788431659512855
SO6,MV,12.075768571233981,0.42571606104831755,0.43361723056509643,0.981778469673629
SN1,MV,9.430617504523985,0.6635726929877974,0.5552405579265207,1.1951084687794242
SN2,MV,9.521423495857247,0.6479630985414608,0.5499452184940411,1.1782320797621078
SN3,MV,36.81755929859319,0.14317200896026544,0.14222184806811974,1.0066808363486501
SN4,MV,10.631346408385012,0.5604830520407327,0.4925304024214315,1.1379664063075599
SN5,MV,10.667229267001725,0.5585462334930226,0.4908736086700126,1.137861607606822
SN6,MV,17.84177675268207,0.3611818288626364,0.29348317700569637,1.2306730237407306
NF1,other,12.270970288414567,0.3875285577426071,0.4267194200402587,0.908157771929025
NF2,other,18.845060601932502,0.3394746172113554,0.2778585559054423,1.2217533345522806
NF3,other,12.193299193179573,0.3943105590975147,0.4294376150248538,0.918202191195324
NF4,other,12.067973924812875,0.3775262740093003,0.4338973018525728,0.8700820963795116
NF5,other,10.486441721939745,0.5857877805933146,0.49933633005828837,1.1731327070172015
NF6,other,11.204564685544508,0.5002121362401585,0.4673328658237867,1.0703551425992994
NG1,other,11.088969312286704,0.5393300986821095,0.4722045103868827,1.1421536364407658
NG2,other,21.5299678070296,0.21705389662758554,0.24320804247063738,0.8924618381145457
NG3,other,12.116767219635133,0.42439574061557384,0.4321500306053736,0.9820564863111608
NG4,other,12.112767325346987,0.4257705963072367,0.43229273576866223,0.9849126785583651
NH1,other,11.501721791485455,0.46837129305065806,0.45525890990337053,1.0288020351981044
NH2,other,12.172043958435733,0.44538961403175165,0.4301875135091476,1.035338311887755
NH3,other,10.610040368572474,0.5246410034754311,0.49351945354643567,1.06306043197559
NH4,other,18.014077881210035,0.3671684273299298,0.2906760678694136,1.2631532758138193
NH5,other,13.291823210507458,0.3742129463581069,0.3939460555467017,0.9499091083391862
NH6,other,11.487308831349583,0.4560774301787937,0.4558301166687036,1.0005425563187829
PA1,other,12.860120713653597,0.37545925847702044,0.4071704645232582,0.922118108239095
PA2,other,11.009010976543188,0.5317740956278648,0.4756341269856457,1.118031834675129
PA3,other,12.314379829983583,0.42163790465495044,0.42521518721178597,0.9915871242034123
PA4,other,17.912018409052695,0.33075162264941776,0.29233228803277217,1.1314235073901195
PA5,other,11.585054104187922,0.4151851107570168,0.45198419253912986,0.9185832549245022
PA6,other,9.906511209640884,0.5758656423716753,0.5285676474789278,1.089483333152041
PB1,other,12.974447360226616,0.3665605450479319,0.4035826096805754,0.9082664521597066
PB2,other,19.087062357540393,0.2217668945874168,0.27433563251994675,0.8083780169216345
PB3,other,16.14365515225929,0.36186524046389285,0.3243541363723135,1.115648607140073
PC1,other,12.116128438594227,0.4059361415588332,0.4321728142237362,0.9392912469239209
PC2,other,11.767173473924014,0.4592535243742058,0.4449888782898488,1.032056185626881
PC3,other,16.193350948360003,0.28393937344256226,0.3233587255350516,0.8780940516534279
QA1,other,13.25286286869071,0.3529526959040809,0.39510416554403055,0.8933155524141082
QA2,other,11.933350277362365,0.42092586119187314,0.438792225410221,0.9592828605802101
QA3,other,12.293403689976833,0.4547392828798918,0.42594072860983045,1.0676116471980808
QA4,other,14.49248721612782,0.4171812247098455,0.3613086730189687,1.1546393869375604
QB1,other,13.537078009235065,0.35544195813185436,0.38680883136163546,0.9189085907905356
QB2,other,15.075546392574275,0.30066778724389204,0.34733476243240663,0.8656426587949247
QC1,other,12.069253042200263,0.4096624384515476,0.4338513167712095,0.9442461567255819
QC2,other,12.464530053210074,0.4403155672885557,0.42009295997926377,1.0481384103896674
LS01,other,13.467697129326078,0.3733199488539955,0.38880153559449193,0.9601812613295765
LS03,other,9.813180768059096,0.6296830161690734,0.5335947078287814,1.1800773263499544
LS04,other,12.191252695110693,0.3988366276578658,0.42950970304335623,0.9285858382985258
LS05,other,13.472519208210521,0.3726150893739157,0.3886623758986656,0.9587114999550822
LS06,other,13.489937093622022,0.375259717018077,0.3881605442978077,0.9667641972651583
LS07,other,13.81241630637174,0.3625570764810317,0.3790981395766355,0.9563673324430546
LS08,other,12.82356329463474,0.3822750824062759,0.4083312262352472,0.9361887062392826
LS09,other,13.976195771661963,0.3634030634756708,0.3746556938920759,0.9699654093081885
LS10,other,12.40838174080139,0.4058830736237897,0.4219938936586366,0.9618221489055967
LS11,other,24.830737620380443,0.26189487797794714,0.21087820284910583,1.2419248383169614
LS12,other,12.742732386068393,0.4857959706503711,0.41092139159481256,1.1822114413780345
LS13,other,17.722629450304385,0.3002768539658027,0.2954562323545944,1.0163158569131918
LS14,other,12.357752810493178,0.40114859455235463,0.42372277590447605,0.946724172888902
LS17,other,13.465110998541292,0.3733990290891315,0.38887620944014256,0.9602002385970247
LS18,other,13.263595483188082,0.3790917606832218,0.39478445580164095,0.9602499670698689
LS19,other,13.482344282421044,0.37281605407836316,0.3883791435018322,0.959928102000679
LS20,other,13.465401700121227,0.3532221096015018,0.3888678140776423,0.9083346494985995
LS21,other,12.337186913532847,0.40398612466485334,0.4244291151218416,0.9518341467900484
LS23,other,14.784870617220122,0.3195315134703189,0.3541634864700657,0.9022147275967877
LS24,other,13.144333580824789,0.3587283043083926,0.39836643619896184,0.9004983143942071
WB1,other,41.367600504512424,0.13464127369115383,0.126578802273831,1.0636952733987883
WB2,other,18.86292928835968,0.33641277028725003,0.2775953429478638,1.2118818951167813
WB3,other,12.446770492624934,0.3783877101598346,0.42069236577521407,0.8994404009746545
WB4,other,11.511777353766158,0.42483055065940667,0.454861240266294,0.9339783499923929
WB5,other,10.537918884479986,0.5435192551259357,0.4968970991526003,1.0938265811026953
WB6,other,10.161224410766925,0.5787250560065524,0.5153179492084753,1.1230446307866242
CG3,other,11.557897344564203,0.5156281159563625,0.4530461872691902,1.1381358688048895
CG4,other,14.033236584132057,0.3133766834848182,0.3731328331430228,0.8398528771781926
CG5,other,12.128688037502108,0.38955128374382814,0.43172528707250957,0.9023128721167584
CG6,other,13.269395371776548,0.3674216160134994,0.39461190039908073,0.9310961368420893
CG7,other,9.97147014157447,0.47050809887036826,0.5251243046872042,0.8959937574221238
IA1,other,10.827181024893036,0.5631595606655236,0.4836218506705202,1.1644626062381753
IA2,other,10.286301893418248,0.5830935731933059,0.5090518807496758,1.145450189349246
IA3,other,10.081754829966624,0.5939074870270321,0.5193799505260183,1.1434932873814898
IA4,other,10.626129747512659,0.5691699826607858,0.4927721992129075,1.155036715890033
IA5,other,10.455419705661205,0.5697635432796692,0.5008178984884057,1.137666095799209
IA6,other,11.545824922693175,0.4901090652361565,0.4535198965741897,1.0806781994315025
IA7,other,9.606276268419062,0.5017788981166196,0.545087521792173,0.9205473947868764
LL1,other,12.020841507714296,0.3763861766344178,0.4355985661605449,0.8640666105767124
LL2,other,12.034981924602544,0.37466418554287106,0.4350867627062463,0.8611252229611724
LL3,other,11.924242934951085,0.4287109964023512,0.43912736040084627,0.9762794010626286
LL4,other,12.075768571233981,0.42571606104831755,0.43361723056509643,0.981778469673629
LL5,other,21.544993254692262,0.21464166049392225,0.24303842952761706,0.8831593460800075
LL6,other,12.969645077822157,0.3509640109675019,0.4037320445844286,0.8692993674276163
LL7,other,13.03226301123327,0.41291651208299707,0.4017921768682899,1.0276867889798507
LL8,other,12.314225268145405,0.39770188117158256,0.4252205242946739,0.9352838314454898
LM1,other,12.629204782835995,0.37199859832503734,0.4146152837682994,0.897213906212204
LM2,other,11.476323063887644,0.46915886121648065,0.4562664623201805,1.0282562931115744
LM3,other,13.045166656814517,0.3601835638864982,0.4013947435518732,0.8973300464756854
LM5,other,11.89313766693338,0.4721848511260235,0.44027585246590933,1.0724750142016586
LM6,other,13.239794923182329,0.35741439304875633,0.3954941413507119,0.9037160242831823
LM7,other,13.010432539201211,0.3513045027221016,0.4024663522159115,0.8728791880063479
LM8,other,12.158184708601924,0.4104176877158045,0.4306778890354291,0.9529574147282079
XA1,other,12.103409538155825,0.503211627419918,0.4326269641869319,1.1631536382981609
XB1,other,12.586075143510811,0.38424423265069024,0.4160360767830984,0.9235839247926979
XC1,other,12.215553776082404,0.3901672746331266,0.4286552554871408,0.9102122734730619
XD1,other,12.156874139823836,0.5059157492360067,0.43072431815761053,1.174569737320664
XE1,other,14.565497635009836,0.3299227254408867,0.3594975919132044,0.9177327828124697
XF1,other,12.200669969933113,0.50619526593048,0.429178179371097,1.1794524751287245
XF2,other,12.14496147450914,0.507537036929956,0.4311468040301168,1.1771791700316143
XG1,other,14.671449644293304,0.3295126794775758,0.3569014277222591,0.9232596282411142
XG2,other,14.565497635009836,0.3299227254408867,0.3594975919132044,0.9177327828124697
XH1,other,12.85069144012793,0.4650390015074536,0.40746922834460203,1.141286185945222
RA00,other,7.477777099506745,0.6627757734379833,0.700243034142982,0.9464939187137301
RC00,other,7.3179108289978005,0.6864687825080434,0.7155404660103825,0.9593710141029016
RC01,other,7.508259043807903,0.6640241331525585,0.6974001954716627,0.9521421666701263
RC02,other,6.7597839177532615,0.7353721704664138,0.7746196311174216,0.9493332481202527
RE00,other,7.1495633198642015,0.7127041721869295,0.7323889712613899,0.9731224802026205
RE01,other,7.255001522196692,0.7052729398285618,0.7217450346196562,0.9771774047607062
RE02,other,7.457185692700141,0.6860888501414196,0.7021766039605666,0.9770887356137966
RE03,other,7.313925299973612,0.7005687338301876,0.7159303807522346,0.9785430995316802
RE04,other,7.545182720415682,0.6821581255491864,0.693987345148751,0.9829547041711126
RE05,other,6.693862434305752,0.7732333344742442,0.7822481229921757,0.9884757939930249
RE06,other,7.481430977036578,0.681631598294116,0.6999010404394069,0.9738971067483753
RE07,other,6.865303793694407,0.7562185200380408,0.7627137097141823,0.9914841052502184
RE08,other,7.1830967281129325,0.710816894940752,0.7289699029542549,0.9750977263396812
RE09,other,6.7274445803139615,0.7504841784747265,0.7783432865617363,0.9642071710927513
RL_mt12_3000_015,other,8.562119090440389,0.6113087108794067,0.6115613751097903,0.9995868538454735
RL_mt12_3000_025,other,8.759015091187564,0.5935985512492804,0.5978139402992589,0.9929486605015126
RM00,other,8.028886326640528,0.7122718992588541,0.6521777880238695,1.0921437564089276
RM01,other,8.1654708181063,0.7023988433934976,0.6412687573620991,1.0953267804326865
RM10,other,8.240064388614842,0.6910811592149934,0.6354636417693974,1.0875227373996308
SU12,other,10.274856873204415,0.5687952064696224,0.5096189065620025,1.1161187293988677
SU3,other,11.448685759417325,0.49574777606681286,0.45736789661610966,1.0839146772973383
SU4,other,12.119585324346446,0.44979226862483923,0.4320495449860516,1.0410664097316906
SU9,other,11.502803965009607,0.4135532258504975,0.45521607955170756,0.908476752969185
SV12,other,10.805672286194435,0.5716779245874236,0.4845845021131608,1.1797280393707776
SV4,other,12.111924145005014,0.5025575042824427,0.4323228301394999,1.162458860015049
SW4,other,12.866966136304942,0.42632474298619494,0.4069538436126815,1.0475997454688
SW9,other,12.249108144139381,0.38741350072936503,0.42748102663366666,0.9062706332961116
XH2,other,13.16773456748215,0.4552518427411667,0.3976584808851258,1.1448312172994453
XH3,other,12.15328546633446,0.4491709678651184,0.4308515042544141,1.04251920541024
XI1,other,12.240857092901381,0.38812925579206825,0.4277691737648077,0.9073333928579577
XI2,other,12.000315590100007,0.38005595161856154,0.4363436349226773,0.871001479569903
RL_mt25_3000_015,other,8.334216856986473,0.6077751710769014,0.6282847464442944,0.9673562417622509
RL_sh_3000_015,other,9.462384506711397,0.5715495839136885,0.5533765110781095,1.0328403401152202
SB12,other,8.58859967020292,0.6335921864938879,0.609675794177492,1.0392280496368753
SB2,other,8.90018412472674,0.5876615800934809,0.5883317975698933,0.9988608171797263
SB3,other,8.857472404445527,0.5977778395530562,0.5911687991458436,1.0111796164086495
R_E00,other,6.178216566912168,0.8236583438467334,0.8475360596529816,0.971826902779777
R_E01,other,6.226534809037727,0.82286593061722,0.8409591346382825,0.9784850377672099
