w,rmsB,rmsP,move,n,gain
352,2.1336610810264967,1.3127896205154186,1.26920406165642,4359,-0.8208714605110781
353,4.56270309133404,3.7937497962598177,1.0168805383503432,3517,-0.7689532950742222
354,3.9636784995302343,5.733617835613815,3.4028867917081604,5609,1.769939336083581
355,5.420584069773926,2.789464532865687,3.76818678916649,6328,-2.631119536908239
356,5.060621836387613,6.075555474211435,3.605215074998865,3963,1.0149336378238223
357,5.855780736335765,5.750010257216433,1.490601840491017,6258,-0.10577047911933235
358,5.803607563602019,7.635064901484745,2.0292837074010404,3274,1.8314573378827266
359,4.5408914560522815,2.8131077238965916,2.561931034193234,4401,-1.72778373215569
360,3.825738898913764,4.012295385367257,2.7928280472105853,4232,0.186556486453493
361,2.9537921562002754,1.755631370945753,1.8129930751466856,5973,-1.1981607852545224
362,2.6191938506077292,2.387460050856719,2.369591651486194,4840,-0.23173379975101005
363,5.326422783794119,4.215916217569484,2.114275566399528,4858,-1.1105065662246352
364,10.432177505037687,2.7286727612198294,9.806323339946442,5704,-7.703504743817858
365,2.8713464672822977,0.851647714336676,2.023090159665111,2267,-2.019698752945622
366,1.743631540776177,2.5854734219166855,2.18299276216837,2957,0.8418418811405084
367,5.324980675815362,2.7289606799514003,3.2350288404485035,6191,-2.5960199958639616
368,1.6823373434494733,2.808193946262615,1.409525452561182,4041,1.1258566028131418
369,5.98580296631369,3.8566523156568437,3.657742399653896,5223,-2.1291506506568463
370,3.052293702683422,4.02677988275945,2.5599645813732255,6168,0.974486180076028
371,3.2508376203322435,3.966881623461971,3.8668268412816955,6290,0.7160440031297273
372,4.828636322143253,5.027141628843814,0.9988677545201248,3838,0.19850530670056088
373,4.845658054104929,0.9844646383155448,3.935789955370051,5641,-3.861193415789384
374,2.9589906304936218,4.315385990232257,2.3111613648678637,3899,1.3563953597386353
375,5.489829743050638,1.7278446630098603,3.242650451250732,5581,-3.7619850800407777
376,5.404561492894092,2.0157500645383726,3.471542379073077,5787,-3.3888114283557194
377,2.6802738079944266,2.931281448659115,1.1511304105401352,4753,0.2510076406646884
378,6.097185688957086,5.505892930971752,2.45462469809478,4501,-0.5912927579853333
379,11.131893454771788,16.825620515696922,5.643919318390744,4799,5.693727060925134
380,3.830826126386051,9.931780728472894,5.167913090757342,4032,6.100954602086843
381,6.27354459804784,4.712384166634987,2.284479160677317,5452,-1.561160431412853
382,5.247102394847648,2.9473867135311256,2.959422897589588,6193,-2.2997156813165223
383,14.551394795850213,18.01873245064851,4.739274659100286,5401,3.467337654798298
384,4.108723463824253,2.4400256994250484,3.910606573721288,3994,-1.6686977643992047
385,6.922899037565297,5.419960450463287,6.550594705373166,4919,-1.50293858710201
386,6.795261719764213,1.7160741440552554,4.314586805511101,6373,-5.079187575708957
387,3.9458696195241654,4.368369503420238,2.524923098769846,5549,0.42249988389607296
388,5.423156592035342,1.939152751498152,3.6753053311957826,5844,-3.4840038405371905
389,5.78869727474935,2.2974206287405434,4.3247433522242655,5132,-3.491276646008807
390,4.038562285426237,2.6268712959080767,2.197024508558217,7369,-1.4116909895181604
391,5.586195175839592,3.32134454079636,2.9423122565464275,5203,-2.264850635043232
392,10.945218696704654,8.280852859501154,2.7639158942559394,4360,-2.6643658372034995
393,3.455894398475081,5.754498143364219,2.34088995000351,3304,2.298603744889138
394,8.28465549561041,2.855677242436794,4.267876492350107,3602,-5.428978253173616
395,3.1814984927868926,2.894144947261944,1.2869424973816261,4301,-0.28735354552494874
396,2.0400878799740023,2.064404680693461,2.1113337962348995,4726,0.02431680071945852
397,9.954785406109707,6.254688618467048,3.7933884910812634,5311,-3.700096787642659
398,2.6494399539396967,4.2485606242828675,3.0570382048273914,3972,1.5991206703431708
399,5.474636766069858,4.714403281740237,1.8579604741126368,3471,-0.7602334843296203
400,6.7832645717179245,7.243561607586761,2.145664006380242,5342,0.4602970358688365
401,6.588849998007289,4.724853419696754,3.066563206423777,4976,-1.8639965783105348
402,5.198972161163339,3.503626407494134,2.4065839629407435,5070,-1.695345753669205
403,6.482951585719762,3.3411375838964696,3.0866849235768408,3692,-3.1418140018232927
404,17.610943045752713,2.2198927074064865,13.424094881345212,5455,-15.391050338346226
405,8.006088997563273,5.6807663156889765,4.805927627172645,7195,-2.3253226818742965
406,4.671136377242839,4.325704876799526,4.015341665808897,4469,-0.34543150044331306
407,2.9926392074391033,6.220815274546903,3.515152999527423,2354,3.2281760671078
408,4.347707129949498,4.019777507550929,2.790620453523751,4728,-0.32792962239856926
409,3.726342937061036,1.846465131553321,1.8215338413498547,5955,-1.8798778055077152
410,1.5352063280515151,3.865996844630975,2.797336226475562,4812,2.3307905165794596
411,12.31152100994283,5.556359389705329,7.020925784286198,5371,-6.755161620237501
412,4.370158528725599,1.408075599536441,3.165647389996545,3531,-2.962082929189158
413,7.096874114545461,2.490268216481046,5.043803444699915,5675,-4.606605898064415
414,7.67727328891393,3.886042370774559,2.6040026971392973,4559,-3.791230918139371
415,4.152336165459631,3.0301316180624878,3.8555086564433716,10052,-1.1222045473971431
416,3.8859609899515237,1.5941325628997516,2.606866839680368,5025,-2.2918284270517724
417,3.220633491443831,2.6980986408042256,1.7892218598848424,6067,-0.5225348506396053
418,8.663295223646902,6.527779359376569,2.3809297614654974,6037,-2.1355158642703325
419,3.179666301746065,4.2891594382929545,1.837594843145918,5971,1.1094931365468894
420,1.495977848097967,1.4007685939394001,1.2805518473179236,4410,-0.09520925415856696
421,2.917394613258387,2.7000947340221986,1.3491260313600673,4976,-0.21729987923618843
422,2.4544955677335807,4.176453066032444,3.6369833100692577,5462,1.7219574982988632
423,3.9891212657074555,3.1633594450426177,3.6480429100383347,6147,-0.8257618206648378
424,6.892061349062415,4.185295154157182,2.6702538089914425,6592,-2.7067661949052333
425,2.6573465975826984,2.0141567776361575,1.4911833002646189,2945,-0.6431898199465409
426,1.6550053643227576,1.0325467071390528,1.1164908990504174,3117,-0.6224586571837047
427,11.27321838410274,8.765058202897274,2.348094705003029,4544,-2.508160181205467
428,8.878942380298108,6.232670416653027,3.4026516744937525,4638,-2.6462719636450807
429,2.905402408772858,1.8569952032621713,1.5898394862165557,5265,-1.0484072055106866
430,7.973755079837051,4.1175737833426895,3.078844004520572,4559,-3.856181296494362
431,36.86227054166717,6.949329609720895,29.51101301632919,4012,-29.912940931946277
432,11.199256164209539,2.5957088214220643,8.138692245046043,4170,-8.603547342787474
433,4.237840938548355,3.60815886291815,1.7438800480629588,4108,-0.6296820756302051
434,1.8560382577338603,2.9280122595088103,1.8539384520111812,2453,1.07197400177495
435,2.5044120637074014,2.20377442287051,1.1365971185302517,5563,-0.3006376408368916
436,1.8637954299116946,0.7326686270143836,1.0378217524388815,4082,-1.131126802897311
437,17.32847537254792,18.64413004556312,3.7639273141952985,6249,1.3156546730151994
438,4.791705144425009,10.36282917636954,8.677185905065377,5141,5.571124031944532
439,5.38222382033024,1.4727750985621686,3.0710053342781025,2821,-3.9094487217680713
440,4.29318834183439,1.380189526659117,3.0958369406733905,3701,-2.912998815175273
441,3.763971728223924,3.976314300075051,3.0740548776034693,4093,0.21234257185112693
442,3.684298581616764,0.8334823307470223,3.088667410610262,5015,-2.850816250869742
443,6.345476586747788,6.157661913998055,4.881455516854699,6404,-0.18781467274973274
444,4.633049862806115,2.6588204435620773,2.850652754502321,5429,-1.974229419244038
445,9.795523794129224,1.3683681234748903,7.206611723141267,4990,-8.427155670654333
446,5.210199779234996,3.0485384255688874,3.3112132029897907,4807,-2.1616613536661085
447,5.619816535955218,1.970948542286192,5.6062626924622245,5598,-3.6488679936690263
448,4.720135688623356,2.5528485101672866,2.5044744775504517,5686,-2.167287178456069
449,3.186205545356808,3.058627997999633,1.7668049839936248,7296,-0.12757754735717475
450,3.751258339900345,1.3184547475379071,2.201569773232146,4403,-2.432803592362438
451,35.019027350625024,28.324584895334695,6.514065654817984,6431,-6.6944424552903286
452,11.171334443578338,4.260955153916813,7.0228060743626655,3181,-6.910379289661526
453,7.86698992663101,1.727016813927915,5.827663827260635,5640,-6.139973112703095
455,1.616741049655806,3.322855651022937,1.5147677056311786,6829,1.7061146013671311
456,6.92640997036184,7.370550908821234,2.824667170766416,4803,0.44414093845939373
457,7.552126017224641,6.62593191010004,12.250317829662688,3954,-0.9261941071246005
458,1.9120776440279845,5.911878922732534,6.737046124386551,2791,3.999801278704549
459,5.190803839780035,5.399832656652542,0.94992301447208,4217,0.2090288168725074
460,6.1434672112575575,2.783175787881701,4.670582515122638,5272,-3.3602914233758563
461,2.9165487741128753,1.5940164512641843,2.0645717896238054,4667,-1.322532322848691
462,6.386002465761812,6.741232137114283,3.606251401519395,4247,0.35522967135247097
463,8.327900703898408,5.205161645327456,2.7697106739514568,3826,-3.122739058570952
464,6.133878670006974,1.835699374000369,3.4277033667422687,3261,-4.298179296006604
