family,n,rep,gain,wins
strong,4,52,0.15815380551798586,1
strong,4,53,0.1396718468784971,1
strong,4,54,0.2627894016945075,1
strong,4,55,0.045943876795390026,3
strong,4,56,0.13230819675646532,0
strong,4,57,0.12153035832146897,2
strong,4,58,-0.02010717853412125,5
strong,4,59,0.18820872587650272,0
strong,4,60,0.3948042715226703,0
strong,4,61,0.2342086346885084,3
strong,4,62,0.12382415031258753,2
strong,4,63,0.175333104088372,1
strong,4,64,0.12889736774812643,0
strong,4,65,0.14365790257745992,0
strong,4,66,-0.04545845112116831,6
strong,4,67,0.08969305541608708,1
strong,4,68,0.185080410138857,1
strong,4,69,0.2995137086435202,0
strong,4,70,0.2898972807211545,0
strong,4,71,0.07184045117594673,2
strong,4,72,0.18388144871535306,1
strong,4,73,0.15876076518939797,2
strong,4,74,0.12129065480029122,0
strong,4,75,0.07760524553189574,3
strong,4,76,0.06982358800105748,2
strong,4,77,0.3469874374669174,0
strong,4,78,0.1121081420161405,0
strong,4,79,0.23537541141949148,2
strong,4,80,0.20392960502533775,3
strong,4,81,0.147524223819412,2
strong,4,82,0.10264643434633924,1
strong,4,83,0.3309784848428847,0
strong,4,84,-0.0563026511405168,5
strong,4,85,0.14903805114669166,1
strong,4,86,0.02882290467852644,3
strong,4,87,0.005004829155286661,5
strong,4,88,0.1920050090135107,0
strong,4,89,0.055508791566728166,2
strong,4,90,0.15638462195701486,1
strong,4,91,0.1718308747051671,2
strong,4,92,0.09883159130486407,1
strong,4,93,0.13081199608350624,1
strong,4,94,0.21238286215466518,0
strong,4,95,-0.008860488595314742,4
strong,4,96,0.3822045803395333,0
strong,4,97,0.08861811315345536,1
strong,4,98,0.007262328368539794,4
strong,4,99,0.42059698261753264,1
strong,6,0,0.14065643824415108,1
strong,6,1,0.1534799070732512,2
strong,6,2,0.13386329668437225,0
strong,6,3,0.03143797151935401,2
strong,6,4,0.134528722934382,0
strong,6,5,0.12133883915108246,0
strong,6,6,0.11071073665571995,1
strong,6,7,-0.011258423207766044,4
strong,6,8,0.11061386324252309,2
strong,6,9,0.16074760488392803,0
strong,6,10,-0.00021318127807845588,5
strong,6,11,0.04803883637148143,4
strong,6,12,0.00408406642221093,3
strong,6,13,0.10078692703317815,1
strong,6,14,0.008738414743148626,5
strong,6,15,0.1573716452042918,0
strong,6,16,0.42207037805857217,1
strong,6,17,0.21617935333567917,0
strong,6,18,0.20275788666039318,1
